,ids,link
0,1084108955364802560,http://web.archive.org/web/20190112152503/https://twitter.com/ernestofaraujo/status/1084108955364802560
1,1084108952621801472,http://web.archive.org/web/20190112152525/https://twitter.com/ernestofaraujo/status/1084108952621801472
2,1144661694272221184,http://archive.vn/TjARw
3,1151979411811577862,http://archive.vn/4paSQ
4,1164709779987734528,http://archive.vn/0RFjb
5,1164709777605353473,http://archive.vn/CgZUw
6,1164709775348813824,http://archive.vn/dGkvR
7,1164709773171929090,http://archive.vn/O5E7c
8,1164709770839937025,http://archive.vn/1UkjS
9,1164709768663109633,http://archive.vn/E6fSf
10,1177615306556096512,http://archive.vn/c0uXc
11,1226267237939585025,http://web.archive.org/web/20200208221226/https://twitter.com/ernestofaraujo/status/1226267237939585025
12,1227755984375996416,http://web.archive.org/web/20200213004705/https://twitter.com/ernestofaraujo/status/1227755984375996416
13,1237772173781209088,http://web.archive.org/web/20200322213532/https://twitter.com/ernestofaraujo/status/1237772173781209088
14,1241115897877626889,http://web.archive.org/web/20200320214446/https://twitter.com/ernestofaraujo/status/1241115897877626889
15,1241128357124849664,http://web.archive.org/web/20200320223730/https://twitter.com/ernestofaraujo/status/1241128357124849664
16,1248418018113114123,http://web.archive.org/web/20200410011745/https://twitter.com/ernestofaraujo/status/1248418018113114123
