,ids,link
0,1082801726569226240,http://archive.vn/LT1wA
1,1098262016542867456,http://archive.vn/yftK0
2,1098262015397773312,http://archive.vn/9EOml
3,1098262014043000832,http://archive.vn/K38XG
4,1098262012583444480,http://archive.vn/XSOam
5,1098262011341873157,http://archive.vn/zh8LH
6,1108348220999155712,http://archive.vn/XEQJQ
7,1111287472930082816,http://archive.vn/n750h
8,1111287461924216832,http://archive.vn/ZxqBC
9,1113623371269451776,http://archive.vn/Sw27R
10,1126470271345614848,http://archive.vn/zupdK
11,1126470269361709061,http://archive.vn/aTJO5
12,1126509849238315008,http://archive.vn/0YeN0
13,1127968074416758789,http://archive.vn/N6jnn
14,1131723903389392897,http://archive.vn/b4S6Z
15,1140684033027969024,http://archive.vn/IMpjz
16,1140988352554049538,http://archive.vn/E6HfJ
17,1141335452772970503,http://archive.vn/8tjsM
18,1141337102615027712,http://archive.vn/HLyzD
19,1141720896132063232,http://archive.vn/dFsfp
20,1142514619526864897,http://archive.vn/fMHuQ
21,1142517724935065605,http://archive.vn/bZJnR
22,1142815365438824450,http://archive.vn/dvyUo
23,1143148559447023619,http://archive.vn/9N67h
24,1149057916810530816,http://archive.vn/7ri1j
25,1161403043721764864,http://archive.vn/AAgJu
26,1161403033777070081,http://archive.vn/bZBkP
27,1164652313887367183,http://archive.vn/PRkMO
28,1174042615769108482,http://web.archive.org/web/20190917193202/https://twitter.com/vanderloubet/status/1174042615769108482
29,1174042606906593280,http://web.archive.org/web/20190917193424/https://twitter.com/vanderloubet/status/1174042606906593280
30,1177576578018099202,http://archive.vn/I1yoO
31,1177576576051023873,http://archive.vn/kqSZ9
32,1177576574234836992,http://archive.vn/VQdBu
33,1177576572292874240,http://archive.vn/xfycP
34,1179505892267569153,http://archive.vn/fTB20
35,1179505885502218241,http://archive.vn/RiWEl
36,1179887181868998657,http://archive.vn/WACqP
37,1182305980643790848,http://archive.vn/uOz8R
38,1187011464596508673,http://archive.vn/qU1ql
39,1187882722460667904,http://archive.vn/Nd6Nf
40,1188544498730782720,http://archive.vn/68v8k
41,1191713892168323072,http://archive.vn/Jasa6
42,1191805361143111683,http://archive.vn/1YwSb
