,ids,link
0,1083806036316835843,http://web.archive.org/web/20190111192204/https://twitter.com/dep_eduardo/status/1083806036316835843
1,1104020436772417539,http://archive.vn/EgFb5
2,1106550568770850816,http://archive.vn/J2sCn
3,1114211591011094531,http://archive.vn/FgpNR
4,1123162637217538049,http://archive.vn/4QUf3
5,1126789947762061313,http://archive.vn/llUyn
6,1140602908385402880,http://web.archive.org/web/20190617125213/https://twitter.com/dep_eduardo/status/1140602908385402880
7,1144627804534910977,http://archive.vn/NDhI9
8,1146823637284114432,http://archive.vn/GJpJb
9,1148211286955761664,http://archive.vn/2h7Ir
10,1168885891672215554,http://archive.vn/mXwhv
